x-axis,1
second,Volt
-25.00000E-03,+5.12562818E+00
-24.97500E-03,+5.12562818E+00
-24.95000E-03,+5.12562818E+00
-24.92500E-03,+5.12562818E+00
-24.90000E-03,+5.12562818E+00
-24.87500E-03,+5.12562818E+00
-24.85000E-03,+5.12562818E+00
-24.82500E-03,+5.12562818E+00
-24.80000E-03,+5.12562818E+00
-24.77500E-03,+5.12562818E+00
-24.75000E-03,+5.12562818E+00
-24.72500E-03,+5.10050255E+00
-24.70000E-03,+5.12562818E+00
-24.67500E-03,+5.12562818E+00
-24.65000E-03,+5.12562818E+00
-24.62500E-03,+5.12562818E+00
-24.60000E-03,+5.12562818E+00
-24.57500E-03,+5.12562818E+00
-24.55000E-03,+5.12562818E+00
-24.52500E-03,+5.12562818E+00
-24.50000E-03,+5.12562818E+00
-24.47500E-03,+5.12562818E+00
-24.45000E-03,+5.12562818E+00
-24.42500E-03,+5.12562818E+00
-24.40000E-03,+5.12562818E+00
-24.37500E-03,+5.12562818E+00
-24.35000E-03,+5.12562818E+00
-24.32500E-03,+5.12562818E+00
-24.30000E-03,+5.12562818E+00
-24.27500E-03,+5.12562818E+00
-24.25000E-03,+5.12562818E+00
-24.22500E-03,+5.12562818E+00
-24.20000E-03,+5.12562818E+00
-24.17500E-03,+5.12562818E+00
-24.15000E-03,+5.02512567E+00
-24.12500E-03,+5.12562818E+00
-24.10000E-03,+5.12562818E+00
-24.07500E-03,+5.05025130E+00
-24.05000E-03,+5.12562818E+00
-24.02500E-03,+5.10050255E+00
-24.00000E-03,+5.02512567E+00
-23.97500E-03,+5.12562818E+00
-23.95000E-03,+5.12562818E+00
-23.92500E-03,+5.04396989E+00
-23.90000E-03,+5.02512567E+00
-23.87500E-03,+5.02512567E+00
-23.85000E-03,+5.06909552E+00
-23.82500E-03,+5.04396989E+00
-23.80000E-03,+5.02512567E+00
-23.77500E-03,+5.02512567E+00
-23.75000E-03,+5.02512567E+00
-23.72500E-03,+4.94346738E+00
-23.70000E-03,+5.02512567E+00
-23.67500E-03,+4.92462315E+00
-23.65000E-03,+4.92462315E+00
-23.62500E-03,+4.92462315E+00
-23.60000E-03,+4.92462315E+00
-23.57500E-03,+4.92462315E+00
-23.55000E-03,+4.82412064E+00
-23.52500E-03,+4.82412064E+00
-23.50000E-03,+4.82412064E+00
-23.47500E-03,+4.82412064E+00
-23.45000E-03,+4.76758798E+00
-23.42500E-03,+4.79899501E+00
-23.40000E-03,+4.72361813E+00
-23.37500E-03,+4.72361813E+00
-23.35000E-03,+4.66708546E+00
-23.32500E-03,+4.62311561E+00
-23.30000E-03,+4.62311561E+00
-23.27500E-03,+4.62311561E+00
-23.25000E-03,+4.56658295E+00
-23.22500E-03,+4.62311561E+00
-23.20000E-03,+4.52261310E+00
-23.17500E-03,+4.52261310E+00
-23.15000E-03,+4.46608044E+00
-23.12500E-03,+4.44095481E+00
-23.10000E-03,+4.51633169E+00
-23.07500E-03,+4.42211059E+00
-23.05000E-03,+4.42211059E+00
-23.02500E-03,+4.42211059E+00
-23.00000E-03,+4.42211059E+00
-22.97500E-03,+4.32160807E+00
-22.95000E-03,+4.32160807E+00
-22.92500E-03,+4.32160807E+00
-22.90000E-03,+4.22110556E+00
-22.87500E-03,+4.22110556E+00
-22.85000E-03,+4.22110556E+00
-22.82500E-03,+4.22110556E+00
-22.80000E-03,+4.22110556E+00
-22.77500E-03,+4.14572868E+00
-22.75000E-03,+4.12060305E+00
-22.72500E-03,+4.12060305E+00
-22.70000E-03,+4.02010053E+00
-22.67500E-03,+4.04522616E+00
-22.65000E-03,+4.02010053E+00
-22.62500E-03,+4.02010053E+00
-22.60000E-03,+4.02010053E+00
-22.57500E-03,+4.02010053E+00
-22.55000E-03,+3.96356787E+00
-22.52500E-03,+3.91959802E+00
-22.50000E-03,+3.91959802E+00
-22.47500E-03,+3.91959802E+00
-22.45000E-03,+3.91959802E+00
-22.42500E-03,+3.89447239E+00
-22.40000E-03,+3.81909551E+00
-22.37500E-03,+3.81909551E+00
-22.35000E-03,+3.81909551E+00
-22.32500E-03,+3.81909551E+00
-22.30000E-03,+3.71859299E+00
-22.27500E-03,+3.71859299E+00
-22.25000E-03,+3.71859299E+00
-22.22500E-03,+3.71859299E+00
-22.20000E-03,+3.71859299E+00
-22.17500E-03,+3.64321611E+00
-22.15000E-03,+3.61809048E+00
-22.12500E-03,+3.61809048E+00
-22.10000E-03,+3.51758797E+00
-22.07500E-03,+3.51758797E+00
-22.05000E-03,+3.41708545E+00
-22.02500E-03,+3.41708545E+00
-22.00000E-03,+3.41708545E+00
-21.97500E-03,+3.31658294E+00
-21.95000E-03,+3.31658294E+00
-21.92500E-03,+3.21608043E+00
-21.90000E-03,+3.21608043E+00
-21.87500E-03,+3.18467339E+00
-21.85000E-03,+3.11557791E+00
-21.82500E-03,+3.11557791E+00
-21.80000E-03,+3.01507540E+00
-21.77500E-03,+3.01507540E+00
-21.75000E-03,+2.91457289E+00
-21.72500E-03,+2.91457289E+00
-21.70000E-03,+2.81407037E+00
-21.67500E-03,+2.81407037E+00
-21.65000E-03,+2.81407037E+00
-21.62500E-03,+2.71356786E+00
-21.60000E-03,+2.71356786E+00
-21.57500E-03,+2.71356786E+00
-21.55000E-03,+2.61306535E+00
-21.52500E-03,+2.61306535E+00
-21.50000E-03,+2.51256283E+00
-21.47500E-03,+2.51256283E+00
-21.45000E-03,+2.51256283E+00
-21.42500E-03,+2.33040203E+00
-21.40000E-03,+2.31155781E+00
-21.37500E-03,+2.31155781E+00
-21.35000E-03,+2.21105529E+00
-21.32500E-03,+2.21105529E+00
-21.30000E-03,+2.11055278E+00
-21.27500E-03,+2.01005027E+00
-21.25000E-03,+2.01005027E+00
-21.22500E-03,+1.92839197E+00
-21.20000E-03,+1.90954775E+00
-21.17500E-03,+1.80904524E+00
-21.15000E-03,+1.80904524E+00
-21.12500E-03,+1.70854273E+00
-21.10000E-03,+1.70854273E+00
-21.07500E-03,+1.60804021E+00
-21.05000E-03,+1.60804021E+00
-21.02500E-03,+1.58291459E+00
-21.00000E-03,+1.60175881E+00
-20.97500E-03,+1.47613066E+00
-20.95000E-03,+1.45728644E+00
-20.92500E-03,+1.40703519E+00
-20.90000E-03,+1.30653267E+00
-20.87500E-03,+1.30653267E+00
-20.85000E-03,+1.20603016E+00
-20.82500E-03,+1.20603016E+00
-20.80000E-03,+1.20603016E+00
-20.77500E-03,+1.10552765E+00
-20.75000E-03,+1.10552765E+00
