second,Volt,Volt
+390.00E-06,+989.13005E-03,+171.27202E-03
+400.00E-06,+989.09864E-03,+175.26071E-03
+410.00E-06,+989.09864E-03,+179.18659E-03
+420.00E-06,+989.19286E-03,+183.20669E-03
+430.00E-06,+989.13005E-03,+186.97554E-03
+440.00E-06,+989.25568E-03,+191.05845E-03
+450.00E-06,+989.19286E-03,+195.07855E-03
+460.00E-06,+989.19286E-03,+199.13006E-03
+470.00E-06,+989.09864E-03,+203.11875E-03
+480.00E-06,+989.19286E-03,+207.04463E-03
+490.00E-06,+989.22427E-03,+210.81347E-03
+500.00E-06,+989.16145E-03,+214.77076E-03
+510.00E-06,+989.16145E-03,+218.88508E-03
+520.00E-06,+989.13005E-03,+222.87378E-03
+530.00E-06,+989.19286E-03,+226.86247E-03
+540.00E-06,+989.22427E-03,+230.63131E-03
+550.00E-06,+989.28708E-03,+234.40016E-03
+560.00E-06,+989.25568E-03,+238.26322E-03
+570.00E-06,+989.38130E-03,+242.03207E-03
+580.00E-06,+989.38130E-03,+245.89513E-03
+590.00E-06,+989.47552E-03,+249.53835E-03
+600.00E-06,+989.38130E-03,+253.24438E-03
+610.00E-06,+989.38130E-03,+256.73056E-03
+620.00E-06,+989.44412E-03,+260.12252E-03
+630.00E-06,+989.41271E-03,+263.85996E-03
+640.00E-06,+989.34990E-03,+267.50317E-03
+650.00E-06,+989.44412E-03,+271.20920E-03
+660.00E-06,+989.47552E-03,+274.82101E-03
+670.00E-06,+989.47552E-03,+278.46423E-03
+680.00E-06,+989.41271E-03,+281.95041E-03
+690.00E-06,+989.44412E-03,+285.34237E-03
+700.00E-06,+989.47552E-03,+288.98558E-03
+710.00E-06,+989.53834E-03,+292.50317E-03
+720.00E-06,+989.60115E-03,+295.89513E-03
+730.00E-06,+989.50693E-03,+299.53835E-03
+740.00E-06,+989.47552E-03,+303.08734E-03
+750.00E-06,+989.47552E-03,+306.60493E-03
+760.00E-06,+989.56975E-03,+310.21674E-03
+770.00E-06,+989.53834E-03,+313.67151E-03
+780.00E-06,+989.60115E-03,+317.15769E-03
+790.00E-06,+989.56975E-03,+320.61247E-03
+800.00E-06,+989.53834E-03,+323.78458E-03
+810.00E-06,+989.47552E-03,+327.20795E-03
+820.00E-06,+989.41271E-03,+330.44287E-03
+830.00E-06,+989.44412E-03,+333.61498E-03
+840.00E-06,+989.34990E-03,+336.78709E-03
+850.00E-06,+989.44412E-03,+340.08483E-03
+860.00E-06,+989.44412E-03,+343.22553E-03
+870.00E-06,+989.34990E-03,+346.39764E-03
+880.00E-06,+989.44412E-03,+349.82101E-03
+890.00E-06,+989.41271E-03,+352.99312E-03
+900.00E-06,+989.47552E-03,+356.38508E-03
+910.00E-06,+989.38130E-03,+359.55719E-03
+920.00E-06,+989.34990E-03,+362.76071E-03
+930.00E-06,+989.38130E-03,+365.99563E-03
+940.00E-06,+989.41271E-03,+369.07352E-03
+950.00E-06,+989.41271E-03,+371.96297E-03
+960.00E-06,+989.38130E-03,+375.13508E-03
+970.00E-06,+989.44412E-03,+378.49563E-03
+980.00E-06,+989.38130E-03,+381.66774E-03
+990.00E-06,+989.44412E-03,+384.62001E-03
+1.00000E-03,+989.47552E-03,+387.57227E-03
+1.01000E-03,+989.50693E-03,+390.68156E-03
+1.02000E-03,+989.44412E-03,+393.69664E-03
+1.03000E-03,+989.38130E-03,+396.52327E-03
+1.04000E-03,+989.38130E-03,+399.63257E-03
+1.05000E-03,+989.41271E-03,+402.49061E-03
+1.06000E-03,+989.50693E-03,+405.44287E-03
+1.07000E-03,+989.44412E-03,+408.30091E-03
+1.08000E-03,+989.44412E-03,+411.41021E-03
+1.09000E-03,+989.41271E-03,+414.36247E-03
+1.10000E-03,+989.41271E-03,+417.31473E-03
+1.11000E-03,+989.47552E-03,+420.20418E-03
+1.12000E-03,+989.60115E-03,+423.15644E-03
+1.13000E-03,+989.56975E-03,+426.07729E-03
+1.14000E-03,+989.50693E-03,+429.21800E-03
+1.15000E-03,+989.53834E-03,+432.07604E-03
+1.16000E-03,+989.50693E-03,+434.77704E-03
+1.17000E-03,+989.50693E-03,+437.54086E-03
+1.18000E-03,+989.47552E-03,+440.30468E-03
+1.19000E-03,+989.44412E-03,+443.00568E-03
+1.20000E-03,+989.47552E-03,+445.64387E-03
+1.21000E-03,+989.50693E-03,+448.25066E-03
+1.22000E-03,+989.47552E-03,+450.85744E-03
+1.23000E-03,+989.47552E-03,+453.55845E-03
+1.24000E-03,+989.53834E-03,+456.10242E-03
+1.25000E-03,+989.38130E-03,+458.77201E-03
+1.26000E-03,+989.31849E-03,+461.47302E-03
+1.27000E-03,+989.34990E-03,+464.23684E-03
+1.28000E-03,+989.31849E-03,+466.96925E-03
+1.29000E-03,+989.38130E-03,+469.85870E-03
+1.30000E-03,+989.41271E-03,+472.43408E-03
+1.31000E-03,+989.44412E-03,+474.94664E-03
+1.32000E-03,+989.41271E-03,+477.36498E-03
+1.33000E-03,+989.38130E-03,+479.97176E-03
+1.34000E-03,+989.47552E-03,+482.42151E-03
+1.35000E-03,+989.50693E-03,+484.93408E-03
+1.36000E-03,+989.53834E-03,+487.41523E-03
+1.37000E-03,+989.50693E-03,+489.99061E-03
+1.38000E-03,+989.50693E-03,+492.44036E-03
+1.39000E-03,+989.38130E-03,+495.04714E-03
+1.40000E-03,+989.47552E-03,+497.30845E-03
+1.41000E-03,+989.53834E-03,+499.72679E-03
+1.42000E-03,+989.41271E-03,+502.05091E-03
+1.43000E-03,+989.44412E-03,+504.43784E-03
+1.44000E-03,+989.44412E-03,+506.69915E-03
+1.45000E-03,+989.41271E-03,+508.92905E-03
+1.46000E-03,+989.41271E-03,+511.28458E-03
+1.47000E-03,+989.44412E-03,+513.73433E-03
+1.48000E-03,+989.47552E-03,+515.99563E-03
+1.49000E-03,+989.38130E-03,+518.28835E-03
+1.50000E-03,+989.41271E-03,+520.73809E-03
+1.51000E-03,+989.34990E-03,+523.06222E-03
+1.52000E-03,+989.34990E-03,+525.38634E-03
+1.53000E-03,+989.53834E-03,+527.74186E-03
+1.54000E-03,+989.47552E-03,+530.09739E-03
+1.55000E-03,+989.50693E-03,+532.26448E-03
+1.56000E-03,+989.50693E-03,+534.68282E-03
+1.57000E-03,+989.56975E-03,+537.03835E-03
+1.58000E-03,+989.56975E-03,+539.42528E-03
+1.59000E-03,+989.63256E-03,+541.56096E-03
+1.60000E-03,+989.53834E-03,+543.82227E-03
+1.61000E-03,+989.50693E-03,+545.89513E-03
+1.62000E-03,+989.53834E-03,+548.03081E-03
+1.63000E-03,+989.56975E-03,+550.07227E-03
+1.64000E-03,+989.56975E-03,+552.33357E-03
+1.65000E-03,+989.60115E-03,+554.34362E-03
+1.66000E-03,+989.53834E-03,+556.41649E-03
+1.67000E-03,+989.56975E-03,+558.52076E-03
+1.68000E-03,+989.63256E-03,+560.56221E-03
+1.69000E-03,+989.56975E-03,+562.60367E-03
+1.70000E-03,+989.63256E-03,+564.67654E-03
+1.71000E-03,+989.56975E-03,+566.59237E-03
+1.72000E-03,+989.47552E-03,+568.57101E-03
+1.73000E-03,+989.60115E-03,+570.58106E-03
+1.74000E-03,+989.50693E-03,+572.52830E-03
+1.75000E-03,+989.53834E-03,+574.44412E-03
+1.76000E-03,+989.47552E-03,+576.54840E-03
+1.77000E-03,+989.56975E-03,+578.52704E-03
+1.78000E-03,+989.41271E-03,+580.50568E-03
+1.79000E-03,+989.31849E-03,+582.54714E-03
+1.80000E-03,+989.38130E-03,+584.46297E-03
+1.81000E-03,+989.34990E-03,+586.41020E-03
+1.82000E-03,+989.28708E-03,+588.16900E-03
+1.83000E-03,+989.19286E-03,+590.11623E-03
+1.84000E-03,+989.09864E-03,+592.15769E-03
+1.85000E-03,+989.09864E-03,+594.07352E-03
+1.86000E-03,+989.09864E-03,+595.92654E-03
+1.87000E-03,+989.03583E-03,+597.84237E-03
+1.88000E-03,+989.00442E-03,+599.85242E-03
+1.89000E-03,+989.09864E-03,+601.89387E-03
+1.90000E-03,+989.03583E-03,+603.84111E-03
+1.91000E-03,+989.00442E-03,+605.75694E-03
+1.92000E-03,+989.06723E-03,+607.64136E-03
+1.93000E-03,+989.09864E-03,+609.58860E-03
+1.94000E-03,+988.91020E-03,+611.34739E-03
+1.95000E-03,+989.06723E-03,+613.16900E-03
+1.96000E-03,+989.03583E-03,+615.02201E-03
+1.97000E-03,+989.00442E-03,+616.90644E-03
+1.98000E-03,+989.09864E-03,+618.79086E-03
+1.99000E-03,+989.13005E-03,+620.51824E-03
+2.00000E-03,+989.03583E-03,+622.43407E-03
+2.01000E-03,+988.91020E-03,+624.22427E-03
+2.02000E-03,+989.09864E-03,+625.95166E-03
+2.03000E-03,+989.09864E-03,+627.67905E-03
+2.04000E-03,+988.97301E-03,+629.50066E-03
+2.05000E-03,+989.03583E-03,+631.07101E-03
+2.06000E-03,+989.06723E-03,+632.89262E-03
+2.07000E-03,+989.00442E-03,+634.55719E-03
+2.08000E-03,+989.06723E-03,+636.19035E-03
+2.09000E-03,+989.13005E-03,+637.85493E-03
+2.10000E-03,+989.09864E-03,+639.55091E-03
+2.11000E-03,+989.03583E-03,+641.15267E-03
+2.12000E-03,+989.13005E-03,+642.84865E-03
+2.13000E-03,+989.16145E-03,+644.57603E-03
+2.14000E-03,+989.13005E-03,+646.24061E-03
+2.15000E-03,+989.13005E-03,+648.12503E-03
+2.16000E-03,+989.09864E-03,+649.72679E-03
+2.17000E-03,+989.13005E-03,+651.45417E-03
+2.18000E-03,+989.22427E-03,+653.08734E-03
+2.19000E-03,+989.16145E-03,+654.78332E-03
+2.20000E-03,+989.16145E-03,+656.38508E-03
+2.21000E-03,+989.16145E-03,+658.17528E-03
+2.22000E-03,+989.09864E-03,+659.74563E-03
+2.23000E-03,+989.22427E-03,+661.34739E-03
+2.24000E-03,+989.25568E-03,+662.88633E-03
+2.25000E-03,+989.25568E-03,+664.58231E-03
+2.26000E-03,+989.16145E-03,+666.15267E-03
+2.27000E-03,+989.13005E-03,+667.69161E-03
+2.28000E-03,+989.25568E-03,+669.32478E-03
+2.29000E-03,+989.16145E-03,+670.83231E-03
+2.30000E-03,+989.22427E-03,+672.43407E-03
+2.31000E-03,+989.25568E-03,+674.00442E-03
+2.32000E-03,+989.19286E-03,+675.57478E-03
+2.33000E-03,+989.22427E-03,+677.17654E-03
+2.34000E-03,+989.25568E-03,+678.74689E-03
+2.35000E-03,+989.22427E-03,+680.28583E-03
+2.36000E-03,+989.25568E-03,+681.66774E-03
+2.37000E-03,+989.25568E-03,+683.14387E-03
+2.38000E-03,+989.28708E-03,+684.52578E-03
+2.39000E-03,+989.22427E-03,+686.03332E-03
+2.40000E-03,+989.25568E-03,+687.47804E-03
+2.41000E-03,+989.31849E-03,+688.95417E-03
+2.42000E-03,+989.31849E-03,+690.36749E-03
+2.43000E-03,+989.28708E-03,+691.84362E-03
+2.44000E-03,+989.25568E-03,+693.13131E-03
+2.45000E-03,+989.28708E-03,+694.60744E-03
+2.46000E-03,+989.31849E-03,+696.02076E-03
+2.47000E-03,+989.38130E-03,+697.55970E-03
+2.48000E-03,+989.31849E-03,+698.94161E-03
+2.49000E-03,+989.31849E-03,+700.32352E-03
+2.50000E-03,+989.28708E-03,+701.76824E-03
+2.51000E-03,+989.28708E-03,+703.21297E-03
+2.52000E-03,+989.34990E-03,+704.62628E-03
+2.53000E-03,+989.28708E-03,+706.16523E-03
+2.54000E-03,+989.34990E-03,+707.48432E-03
+2.55000E-03,+989.25568E-03,+708.86623E-03
+2.56000E-03,+989.25568E-03,+710.24814E-03
+2.57000E-03,+989.31849E-03,+711.69287E-03
+2.58000E-03,+989.34990E-03,+713.04337E-03
+2.59000E-03,+989.19286E-03,+714.29965E-03
+2.60000E-03,+989.19286E-03,+715.58734E-03
+2.61000E-03,+989.16145E-03,+716.81221E-03
+2.62000E-03,+989.19286E-03,+718.06849E-03
+2.63000E-03,+989.25568E-03,+719.51322E-03
+2.64000E-03,+989.16145E-03,+720.73809E-03
+2.65000E-03,+989.19286E-03,+722.15141E-03
+2.66000E-03,+989.19286E-03,+723.43910E-03
+2.67000E-03,+989.19286E-03,+724.69538E-03
+2.68000E-03,+989.25568E-03,+726.01447E-03
+2.69000E-03,+989.22427E-03,+727.27076E-03
+2.70000E-03,+989.25568E-03,+728.58985E-03
+2.71000E-03,+989.28708E-03,+729.68910E-03
+2.72000E-03,+989.28708E-03,+730.91397E-03
+2.73000E-03,+989.28708E-03,+732.04463E-03
+2.74000E-03,+989.34990E-03,+733.30091E-03
+2.75000E-03,+989.38130E-03,+734.43156E-03
+2.76000E-03,+989.34990E-03,+735.71925E-03
+2.77000E-03,+989.34990E-03,+736.97553E-03
+2.78000E-03,+989.34990E-03,+738.23181E-03
+2.79000E-03,+989.38130E-03,+739.33106E-03
+2.80000E-03,+989.44412E-03,+740.52452E-03
+2.81000E-03,+989.41271E-03,+741.65518E-03
+2.82000E-03,+989.41271E-03,+742.88005E-03
+2.83000E-03,+989.34990E-03,+744.04211E-03
+2.84000E-03,+989.31849E-03,+745.26699E-03
+2.85000E-03,+989.38130E-03,+746.46045E-03
+2.86000E-03,+989.41271E-03,+747.62251E-03
+2.87000E-03,+989.38130E-03,+748.72176E-03
+2.88000E-03,+989.38130E-03,+749.94663E-03
+2.89000E-03,+989.44412E-03,+751.17151E-03
+2.90000E-03,+989.28708E-03,+752.36498E-03
+2.91000E-03,+989.38130E-03,+753.43282E-03
+2.92000E-03,+989.34990E-03,+754.65769E-03
+2.93000E-03,+989.34990E-03,+755.75694E-03
+2.94000E-03,+989.38130E-03,+756.91900E-03
+2.95000E-03,+989.41271E-03,+758.11246E-03
+2.96000E-03,+989.41271E-03,+759.18030E-03
+2.97000E-03,+989.41271E-03,+760.27955E-03
+2.98000E-03,+989.38130E-03,+761.47302E-03
+2.99000E-03,+989.44412E-03,+762.66648E-03
+3.00000E-03,+989.41271E-03,+763.76573E-03
+3.01000E-03,+989.44412E-03,+764.92779E-03
+3.02000E-03,+989.41271E-03,+766.05844E-03
+3.03000E-03,+989.41271E-03,+767.12628E-03
+3.04000E-03,+989.44412E-03,+768.25694E-03
+3.05000E-03,+989.41271E-03,+769.38759E-03
+3.06000E-03,+989.44412E-03,+770.36121E-03
+3.07000E-03,+989.50693E-03,+771.42905E-03
+3.08000E-03,+989.41271E-03,+772.37126E-03
+3.09000E-03,+989.44412E-03,+773.53332E-03
+3.10000E-03,+989.38130E-03,+774.53834E-03
+3.11000E-03,+989.47552E-03,+775.48055E-03
+3.12000E-03,+989.47552E-03,+776.61121E-03
+3.13000E-03,+989.41271E-03,+777.58483E-03
+3.14000E-03,+989.47552E-03,+778.52704E-03
+3.15000E-03,+989.41271E-03,+779.40643E-03
+3.16000E-03,+989.47552E-03,+780.38005E-03
+3.17000E-03,+989.50693E-03,+781.35367E-03
+3.18000E-03,+989.41271E-03,+782.17025E-03
+3.19000E-03,+989.47552E-03,+783.20668E-03
+3.20000E-03,+989.47552E-03,+784.14890E-03
+3.21000E-03,+989.38130E-03,+785.02829E-03
+3.22000E-03,+989.44412E-03,+786.12754E-03
+3.23000E-03,+989.47552E-03,+787.10116E-03
+3.24000E-03,+989.53834E-03,+788.13759E-03
+3.25000E-03,+989.56975E-03,+789.07980E-03
+3.26000E-03,+989.56975E-03,+790.02201E-03
+3.27000E-03,+989.50693E-03,+790.93282E-03
+3.28000E-03,+989.47552E-03,+791.90643E-03
+3.29000E-03,+989.53834E-03,+792.69161E-03
+3.30000E-03,+989.50693E-03,+793.75945E-03
+3.31000E-03,+989.53834E-03,+794.63885E-03
+3.32000E-03,+989.47552E-03,+795.54965E-03
+3.33000E-03,+989.60115E-03,+796.42905E-03
+3.34000E-03,+989.53834E-03,+797.33985E-03
+3.35000E-03,+989.60115E-03,+798.21925E-03
+3.36000E-03,+989.60115E-03,+799.16146E-03
+3.37000E-03,+989.60115E-03,+800.04086E-03
+3.38000E-03,+989.56975E-03,+801.04588E-03
+3.39000E-03,+989.60115E-03,+801.83106E-03
+3.40000E-03,+989.63256E-03,+802.58483E-03
+3.41000E-03,+989.53834E-03,+803.52704E-03
+3.42000E-03,+989.60115E-03,+804.31221E-03
+3.43000E-03,+989.56975E-03,+805.16020E-03
+3.44000E-03,+989.56975E-03,+805.94538E-03
+3.45000E-03,+989.63256E-03,+806.82478E-03
+3.46000E-03,+989.56975E-03,+807.73558E-03
+3.47000E-03,+989.60115E-03,+808.58357E-03
+3.48000E-03,+989.69537E-03,+809.40015E-03
+3.49000E-03,+989.56975E-03,+810.37377E-03
+3.50000E-03,+989.53834E-03,+811.12754E-03
+3.51000E-03,+989.66397E-03,+812.00694E-03
+3.52000E-03,+989.63256E-03,+812.79211E-03
+3.53000E-03,+989.66397E-03,+813.67151E-03
+3.54000E-03,+989.72678E-03,+814.45668E-03
+3.55000E-03,+989.69537E-03,+815.30467E-03
+3.56000E-03,+989.63256E-03,+816.21548E-03
+3.57000E-03,+989.69537E-03,+816.93784E-03
+3.58000E-03,+989.66397E-03,+817.78583E-03
+3.59000E-03,+989.63256E-03,+818.57101E-03
+3.60000E-03,+989.66397E-03,+819.48181E-03
+3.61000E-03,+989.72678E-03,+820.26699E-03
+3.62000E-03,+989.69537E-03,+821.05216E-03
+3.63000E-03,+989.63256E-03,+821.93156E-03
+3.64000E-03,+989.72678E-03,+822.74814E-03
+3.65000E-03,+989.72678E-03,+823.50191E-03
+3.66000E-03,+989.69537E-03,+824.28709E-03
+3.67000E-03,+989.75819E-03,+825.04086E-03
+3.68000E-03,+989.69537E-03,+825.88885E-03
+3.69000E-03,+989.69537E-03,+826.64261E-03
+3.70000E-03,+989.69537E-03,+827.33357E-03
+3.71000E-03,+989.75819E-03,+828.15015E-03
+3.72000E-03,+989.78959E-03,+828.93533E-03
+3.73000E-03,+989.75819E-03,+829.68910E-03
+3.74000E-03,+989.72678E-03,+830.41146E-03
+3.75000E-03,+989.72678E-03,+831.22804E-03
+3.76000E-03,+989.72678E-03,+831.88759E-03
+3.77000E-03,+989.75819E-03,+832.64136E-03
+3.78000E-03,+989.85241E-03,+833.48935E-03
+3.79000E-03,+989.75819E-03,+834.05467E-03
+3.80000E-03,+989.72678E-03,+834.87126E-03
+3.81000E-03,+989.69537E-03,+835.46799E-03
+3.82000E-03,+989.82100E-03,+836.12754E-03
+3.83000E-03,+989.75819E-03,+836.88131E-03
+3.84000E-03,+989.85241E-03,+837.60367E-03
+3.85000E-03,+989.72678E-03,+838.26322E-03
+3.86000E-03,+989.72678E-03,+838.92276E-03
+3.87000E-03,+989.75819E-03,+839.58231E-03
+3.88000E-03,+989.75819E-03,+840.43030E-03
+3.89000E-03,+989.69537E-03,+841.08985E-03
+3.90000E-03,+989.69537E-03,+841.93784E-03
+3.91000E-03,+989.78959E-03,+842.53457E-03
+3.92000E-03,+989.69537E-03,+843.31975E-03
+3.93000E-03,+989.72678E-03,+843.91648E-03
+3.94000E-03,+989.72678E-03,+844.51322E-03
+3.95000E-03,+989.69537E-03,+845.23558E-03
+3.96000E-03,+989.75819E-03,+846.05216E-03
+3.97000E-03,+989.69537E-03,+846.64890E-03
+3.98000E-03,+989.60115E-03,+847.37126E-03
+3.99000E-03,+989.66397E-03,+847.99940E-03
+4.00000E-03,+989.56975E-03,+848.69035E-03
+4.01000E-03,+989.60115E-03,+849.34990E-03
+4.02000E-03,+989.60115E-03,+849.97804E-03
+4.03000E-03,+989.60115E-03,+850.54337E-03
+4.04000E-03,+989.69537E-03,+851.20292E-03
+4.05000E-03,+989.66397E-03,+851.89387E-03
+4.06000E-03,+989.63256E-03,+852.58482E-03
+4.07000E-03,+989.69537E-03,+853.18156E-03
+4.08000E-03,+989.66397E-03,+853.80970E-03
+4.09000E-03,+989.66397E-03,+854.43784E-03
+4.10000E-03,+989.66397E-03,+854.94035E-03
+4.11000E-03,+989.66397E-03,+855.59990E-03
+4.12000E-03,+989.60115E-03,+856.25945E-03
+4.13000E-03,+989.63256E-03,+856.91900E-03
+4.14000E-03,+989.66397E-03,+857.42151E-03
+4.15000E-03,+989.69537E-03,+857.98683E-03
+4.16000E-03,+989.66397E-03,+858.55216E-03
+4.17000E-03,+989.60115E-03,+859.14890E-03
+4.18000E-03,+989.72678E-03,+859.62000E-03
+4.19000E-03,+989.72678E-03,+860.24814E-03
+4.20000E-03,+989.66397E-03,+860.84488E-03
+4.21000E-03,+989.66397E-03,+861.41020E-03
+4.22000E-03,+989.66397E-03,+861.88131E-03
+4.23000E-03,+989.66397E-03,+862.44663E-03
+4.24000E-03,+989.63256E-03,+862.98055E-03
+4.25000E-03,+989.56975E-03,+863.51447E-03
+4.26000E-03,+989.66397E-03,+864.14261E-03
+4.27000E-03,+989.63256E-03,+864.70794E-03
+4.28000E-03,+989.82100E-03,+865.21045E-03
+4.29000E-03,+989.75819E-03,+865.80719E-03
+4.30000E-03,+989.72678E-03,+866.37251E-03
+4.31000E-03,+989.66397E-03,+866.87503E-03
+4.32000E-03,+989.72678E-03,+867.40895E-03
+4.33000E-03,+989.69537E-03,+867.97427E-03
+4.34000E-03,+989.72678E-03,+868.57101E-03
+4.35000E-03,+989.75819E-03,+869.04211E-03
+4.36000E-03,+989.75819E-03,+869.57603E-03
+4.37000E-03,+989.66397E-03,+870.14136E-03
+4.38000E-03,+989.72678E-03,+870.67528E-03
+4.39000E-03,+989.78959E-03,+871.17779E-03
+4.40000E-03,+989.66397E-03,+871.80593E-03
+4.41000E-03,+989.69537E-03,+872.33985E-03
+4.42000E-03,+989.72678E-03,+872.84236E-03
+4.43000E-03,+989.72678E-03,+873.28206E-03
+4.44000E-03,+989.75819E-03,+873.81598E-03
+4.45000E-03,+989.72678E-03,+874.44412E-03
+4.46000E-03,+989.72678E-03,+874.94663E-03
+4.47000E-03,+989.82100E-03,+875.44915E-03
+4.48000E-03,+989.78959E-03,+875.95166E-03
+4.49000E-03,+989.75819E-03,+876.51699E-03
+4.50000E-03,+989.78959E-03,+876.92528E-03
+4.51000E-03,+989.85241E-03,+877.45920E-03
+4.52000E-03,+989.82100E-03,+877.89889E-03
+4.53000E-03,+989.72678E-03,+878.37000E-03
+4.54000E-03,+989.72678E-03,+878.87251E-03
+4.55000E-03,+989.66397E-03,+879.37503E-03
+4.56000E-03,+989.66397E-03,+879.81472E-03
+4.57000E-03,+989.69537E-03,+880.19161E-03
+4.58000E-03,+989.82100E-03,+880.85116E-03
+4.59000E-03,+989.82100E-03,+881.32226E-03
+4.60000E-03,+989.78959E-03,+881.69915E-03
+4.61000E-03,+989.78959E-03,+882.20166E-03
+4.62000E-03,+989.75819E-03,+882.70417E-03
+4.63000E-03,+989.78959E-03,+883.14387E-03
+4.64000E-03,+989.69537E-03,+883.55216E-03
+4.65000E-03,+989.69537E-03,+884.11749E-03
+4.66000E-03,+989.75819E-03,+884.52578E-03
+4.67000E-03,+989.72678E-03,+885.09111E-03
+4.68000E-03,+989.75819E-03,+885.37377E-03
+4.69000E-03,+989.75819E-03,+885.93910E-03
+4.70000E-03,+989.69537E-03,+886.25317E-03
+4.71000E-03,+989.78959E-03,+886.78709E-03
+4.72000E-03,+989.72678E-03,+887.28960E-03
+4.73000E-03,+989.72678E-03,+887.76070E-03
+4.74000E-03,+989.75819E-03,+888.10618E-03
+4.75000E-03,+989.75819E-03,+888.54588E-03
+4.76000E-03,+989.78959E-03,+889.01699E-03
+4.77000E-03,+989.72678E-03,+889.45668E-03
+4.78000E-03,+989.78959E-03,+889.92779E-03
+4.79000E-03,+989.75819E-03,+890.21045E-03
+4.80000E-03,+989.85241E-03,+890.77578E-03
+4.81000E-03,+989.82100E-03,+891.18407E-03
+4.82000E-03,+989.78959E-03,+891.56096E-03
+4.83000E-03,+989.78959E-03,+892.00065E-03
+4.84000E-03,+989.72678E-03,+892.25191E-03
+4.85000E-03,+989.75819E-03,+892.62879E-03
+4.86000E-03,+989.75819E-03,+893.09990E-03
+4.87000E-03,+989.75819E-03,+893.41397E-03
+4.88000E-03,+989.75819E-03,+893.91648E-03
+4.89000E-03,+989.78959E-03,+894.19915E-03
+4.90000E-03,+989.88382E-03,+894.60744E-03
+4.91000E-03,+989.88382E-03,+895.07854E-03
+4.92000E-03,+989.85241E-03,+895.45543E-03
+4.93000E-03,+989.78959E-03,+895.83231E-03
+4.94000E-03,+989.75819E-03,+896.27201E-03
+4.95000E-03,+989.75819E-03,+896.64889E-03
+4.96000E-03,+989.82100E-03,+897.08859E-03
+4.97000E-03,+989.82100E-03,+897.33985E-03
+4.98000E-03,+989.75819E-03,+897.84236E-03
+4.99000E-03,+989.78959E-03,+898.15643E-03
+5.00000E-03,+989.72678E-03,+898.56472E-03
+5.01000E-03,+989.85241E-03,+898.94161E-03
+5.02000E-03,+989.88382E-03,+899.38131E-03
+5.03000E-03,+989.75819E-03,+899.75819E-03
+5.04000E-03,+989.75819E-03,+900.07226E-03
+5.05000E-03,+989.78959E-03,+900.51196E-03
+5.06000E-03,+989.88382E-03,+900.82603E-03
+5.07000E-03,+989.82100E-03,+901.29714E-03
+5.08000E-03,+989.78959E-03,+901.64261E-03
+5.09000E-03,+989.75819E-03,+901.95668E-03
+5.10000E-03,+989.85241E-03,+902.27075E-03
+5.11000E-03,+989.82100E-03,+902.71045E-03
+5.12000E-03,+989.78959E-03,+902.99312E-03
+5.13000E-03,+989.72678E-03,+903.43281E-03
+5.14000E-03,+989.69537E-03,+903.74688E-03
+5.15000E-03,+989.82100E-03,+904.12377E-03
+5.16000E-03,+989.78959E-03,+904.46925E-03
+5.17000E-03,+989.91522E-03,+904.90894E-03
+5.18000E-03,+989.91522E-03,+905.25442E-03
+5.19000E-03,+989.91522E-03,+905.56849E-03
+5.20000E-03,+989.82100E-03,+905.97678E-03
+5.21000E-03,+989.97804E-03,+906.41648E-03
+5.22000E-03,+989.85241E-03,+906.63633E-03
+5.23000E-03,+989.85241E-03,+907.04462E-03
+5.24000E-03,+989.88382E-03,+907.45291E-03
+5.25000E-03,+989.88382E-03,+907.64136E-03
+5.26000E-03,+989.85241E-03,+908.04965E-03
+5.27000E-03,+989.82100E-03,+908.30090E-03
+5.28000E-03,+989.85241E-03,+908.64638E-03
+5.29000E-03,+989.78959E-03,+908.99186E-03
+5.30000E-03,+989.91522E-03,+909.40015E-03
+5.31000E-03,+989.85241E-03,+909.55719E-03
+5.32000E-03,+989.75819E-03,+909.93407E-03
+5.33000E-03,+989.85241E-03,+910.31095E-03
+5.34000E-03,+989.69537E-03,+910.59362E-03
+5.35000E-03,+989.82100E-03,+911.03332E-03
+5.36000E-03,+989.85241E-03,+911.15894E-03
+5.37000E-03,+989.78959E-03,+911.53583E-03
+5.38000E-03,+989.85241E-03,+911.91271E-03
+5.39000E-03,+989.82100E-03,+912.28960E-03
+5.40000E-03,+989.78959E-03,+912.54085E-03
+5.41000E-03,+989.91522E-03,+912.85492E-03
+5.42000E-03,+989.75819E-03,+913.20040E-03
+5.43000E-03,+989.82100E-03,+913.54588E-03
+5.44000E-03,+989.85241E-03,+913.82854E-03
+5.45000E-03,+989.94663E-03,+914.14261E-03
+5.46000E-03,+989.91522E-03,+914.42528E-03
+5.47000E-03,+989.85241E-03,+914.64513E-03
+5.48000E-03,+989.91522E-03,+915.02201E-03
+5.49000E-03,+989.88382E-03,+915.33608E-03
+5.50000E-03,+989.88382E-03,+915.65015E-03
+5.51000E-03,+989.85241E-03,+915.87000E-03
+5.52000E-03,+989.78959E-03,+916.18407E-03
+5.53000E-03,+989.88382E-03,+916.43533E-03
+5.54000E-03,+989.82100E-03,+916.78080E-03
+5.55000E-03,+989.88382E-03,+917.15769E-03
+5.56000E-03,+989.82100E-03,+917.40894E-03
+5.57000E-03,+989.82100E-03,+917.66020E-03
+5.58000E-03,+989.91522E-03,+917.91146E-03
