x-axis,1,2
second,Volt,Volt
-10.00000E-03,-17.90201E-03,+130.40201E-03
-9.99000E-03,-7.85176E-03,+130.40201E-03
-9.98000E-03,+22.29900E-03,+130.40201E-03
-9.97000E-03,+22.29900E-03,+130.40201E-03
-9.96000E-03,+22.29900E-03,+130.40201E-03
-9.95000E-03,+22.29900E-03,+170.60301E-03
-9.94000E-03,+62.50000E-03,+188.19095E-03
-9.93000E-03,+62.50000E-03,+180.65327E-03
-9.92000E-03,+102.70100E-03,+210.80402E-03
-9.91000E-03,+102.70100E-03,+240.95477E-03
-9.90000E-03,+102.70100E-03,+251.00502E-03
-9.89000E-03,+142.90201E-03,+251.00502E-03
-9.88000E-03,+142.90201E-03,+251.00502E-03
-9.87000E-03,+142.90201E-03,+291.20603E-03
-9.86000E-03,+160.48995E-03,+268.59296E-03
-9.85000E-03,+183.10301E-03,+261.05527E-03
-9.84000E-03,+183.10301E-03,+291.20603E-03
-9.83000E-03,+183.10301E-03,+331.40703E-03
-9.82000E-03,+223.30402E-03,+331.40703E-03
-9.81000E-03,+223.30402E-03,+341.45728E-03
-9.80000E-03,+223.30402E-03,+371.60804E-03
-9.79000E-03,+223.30402E-03,+371.60804E-03
-9.78000E-03,+263.50502E-03,+371.60804E-03
-9.77000E-03,+263.50502E-03,+399.24623E-03
-9.76000E-03,+263.50502E-03,+409.29648E-03
-9.75000E-03,+293.65578E-03,+441.95980E-03
-9.74000E-03,+303.70603E-03,+411.80904E-03
-9.73000E-03,+303.70603E-03,+452.01005E-03
-9.72000E-03,+341.39447E-03,+452.01005E-03
-9.71000E-03,+343.90703E-03,+452.01005E-03
-9.70000E-03,+343.90703E-03,+452.01005E-03
-9.69000E-03,+371.54522E-03,+492.21105E-03
-9.68000E-03,+384.10804E-03,+492.21105E-03
-9.67000E-03,+384.10804E-03,+499.74874E-03
-9.66000E-03,+404.20854E-03,+532.41206E-03
-9.65000E-03,+424.30904E-03,+532.41206E-03
-9.64000E-03,+424.30904E-03,+532.41206E-03
-9.63000E-03,+424.30904E-03,+572.61306E-03
-9.62000E-03,+444.40954E-03,+572.61306E-03
-9.61000E-03,+464.51005E-03,+612.81407E-03
-9.60000E-03,+464.51005E-03,+612.81407E-03
-9.59000E-03,+464.51005E-03,+580.15075E-03
-9.58000E-03,+504.71105E-03,+612.81407E-03
-9.57000E-03,+504.71105E-03,+640.45226E-03
-9.56000E-03,+542.39949E-03,+653.01507E-03
-9.55000E-03,+544.91206E-03,+653.01507E-03
-9.54000E-03,+544.91206E-03,+653.01507E-03
