983000,20,4e-05,1000000,2000
99830,25,0.00028,1000000,588.8
9937,25,0.0025,1000000,63.488
999,1.68,0.0017,40000,63.488
98.88,1.68,0.017,40000,6.3949
9.970000000000001,1.24,0.12,40000,6.3949
1.04,0.2,0.21,40000,0.63995
